UID,N,M,i,$\alpha_{i}$,First Contributor,r,$\beta$,$\epsilon$,$\rho_{C},$p_{C}$,Process
b3c21fd5-b7fa-4136-b0d4-dadb7d87d399,6,24,2,4.760000000000001,4,1.5,0.01,0.001,0.14386984670494524,,Fermi
b3c21fd5-b7fa-4136-b0d4-dadb7d87d399,6,24,3,4.760000000000001,4,1.5,0.01,0.001,0.14386984670494524,,Fermi
b3c21fd5-b7fa-4136-b0d4-dadb7d87d399,6,24,4,4.760000000000001,4,1.5,0.01,0.001,0.14386984670494524,,Fermi
b3c21fd5-b7fa-4136-b0d4-dadb7d87d399,6,24,5,0.2,4,1.5,0.01,0.001,0.14386984670494524,,Fermi
e0d2e198-f58b-4e0a-8149-6d34d6b35316,6,24,0,4.760000000000001,5,1.5,0.01,0.001,0.11613374433100251,,Fermi
e0d2e198-f58b-4e0a-8149-6d34d6b35316,6,24,1,4.760000000000001,5,1.5,0.01,0.001,0.11613374433100251,,Fermi
e0d2e198-f58b-4e0a-8149-6d34d6b35316,6,24,2,4.760000000000001,5,1.5,0.01,0.001,0.11613374433100251,,Fermi
e0d2e198-f58b-4e0a-8149-6d34d6b35316,6,24,3,4.760000000000001,5,1.5,0.01,0.001,0.11613374433100251,,Fermi
e0d2e198-f58b-4e0a-8149-6d34d6b35316,6,24,4,4.760000000000001,5,1.5,0.01,0.001,0.11613374433100251,,Fermi
e0d2e198-f58b-4e0a-8149-6d34d6b35316,6,24,5,0.2,5,1.5,0.01,0.001,0.11613374433100251,,Fermi
0d1410f3-8101-4c87-b134-861102aa99ff,6,29,0,5.760000000000001,0,1.5,0.01,0.001,0.059401819527504396,,II
0d1410f3-8101-4c87-b134-861102aa99ff,6,29,1,5.760000000000001,0,1.5,0.01,0.001,0.059401819527504396,,II
0d1410f3-8101-4c87-b134-861102aa99ff,6,29,2,5.760000000000001,0,1.5,0.01,0.001,0.059401819527504396,,II
0d1410f3-8101-4c87-b134-861102aa99ff,6,29,3,5.760000000000001,0,1.5,0.01,0.001,0.059401819527504396,,II
0d1410f3-8101-4c87-b134-861102aa99ff,6,29,4,5.760000000000001,0,1.5,0.01,0.001,0.059401819527504396,,II
0d1410f3-8101-4c87-b134-861102aa99ff,6,29,5,0.2,0,1.5,0.01,0.001,0.059401819527504396,,II
a7c7755d-0597-4d46-a29a-39ee55df6d27,6,29,0,5.760000000000001,1,1.5,0.01,0.001,0.054328267194540446,,II
a7c7755d-0597-4d46-a29a-39ee55df6d27,6,29,1,5.760000000000001,1,1.5,0.01,0.001,0.054328267194540446,,II
a7c7755d-0597-4d46-a29a-39ee55df6d27,6,29,2,5.760000000000001,1,1.5,0.01,0.001,0.054328267194540446,,II
a7c7755d-0597-4d46-a29a-39ee55df6d27,6,29,3,5.760000000000001,1,1.5,0.01,0.001,0.054328267194540446,,II
a7c7755d-0597-4d46-a29a-39ee55df6d27,6,29,4,5.760000000000001,1,1.5,0.01,0.001,0.054328267194540446,,II
a7c7755d-0597-4d46-a29a-39ee55df6d27,6,29,5,0.2,1,1.5,0.01,0.001,0.054328267194540446,,II
ce7ff6fb-d00b-4926-826e-420099610a48,6,29,0,5.760000000000001,2,1.5,0.01,0.001,0.13543315542973514,,II
ce7ff6fb-d00b-4926-826e-420099610a48,6,29,1,5.760000000000001,2,1.5,0.01,0.001,0.13543315542973514,,II
ce7ff6fb-d00b-4926-826e-420099610a48,6,29,2,5.760000000000001,2,1.5,0.01,0.001,0.13543315542973514,,II
ce7ff6fb-d00b-4926-826e-420099610a48,6,29,3,5.760000000000001,2,1.5,0.01,0.001,0.13543315542973514,,II
ce7ff6fb-d00b-4926-826e-420099610a48,6,29,4,5.760000000000001,2,1.5,0.01,0.001,0.13543315542973514,,II
ce7ff6fb-d00b-4926-826e-420099610a48,6,29,5,0.2,2,1.5,0.01,0.001,0.13543315542973514,,II
ad493fdf-d979-445e-8713-2359cc97bb06,6,29,0,5.760000000000001,3,1.5,0.01,0.001,0.05432826719454041,,II
ad493fdf-d979-445e-8713-2359cc97bb06,6,29,1,5.760000000000001,3,1.5,0.01,0.001,0.05432826719454041,,II
ad493fdf-d979-445e-8713-2359cc97bb06,6,29,2,5.760000000000001,3,1.5,0.01,0.001,0.05432826719454041,,II
ad493fdf-d979-445e-8713-2359cc97bb06,6,29,3,5.760000000000001,3,1.5,0.01,0.001,0.05432826719454041,,II
ad493fdf-d979-445e-8713-2359cc97bb06,6,29,4,5.760000000000001,3,1.5,0.01,0.001,0.05432826719454041,,II
ad493fdf-d979-445e-8713-2359cc97bb06,6,29,5,0.2,3,1.5,0.01,0.001,0.05432826719454041,,II
f099bd42-6175-4a10-a315-a7800ca5f580,6,29,0,5.760000000000001,4,1.5,0.01,0.001,0.13543315542973505,,II
f099bd42-6175-4a10-a315-a7800ca5f580,6,29,1,5.760000000000001,4,1.5,0.01,0.001,0.13543315542973505,,II
f099bd42-6175-4a10-a315-a7800ca5f580,6,29,2,5.760000000000001,4,1.5,0.01,0.001,0.13543315542973505,,II
f099bd42-6175-4a10-a315-a7800ca5f580,6,29,3,5.760000000000001,4,1.5,0.01,0.001,0.13543315542973505,,II
f099bd42-6175-4a10-a315-a7800ca5f580,6,29,4,5.760000000000001,4,1.5,0.01,0.001,0.13543315542973505,,II
f099bd42-6175-4a10-a315-a7800ca5f580,6,29,5,0.2,4,1.5,0.01,0.001,0.13543315542973505,,II
ac4ab46f-f18a-4b7b-b66a-ee5972f9bc93,6,29,0,5.760000000000001,5,1.5,0.01,0.001,0.1339770298552004,,II
ac4ab46f-f18a-4b7b-b66a-ee5972f9bc93,6,29,1,5.760000000000001,5,1.5,0.01,0.001,0.1339770298552004,,II
ac4ab46f-f18a-4b7b-b66a-ee5972f9bc93,6,29,2,5.760000000000001,5,1.5,0.01,0.001,0.1339770298552004,,II
ac4ab46f-f18a-4b7b-b66a-ee5972f9bc93,6,29,3,5.760000000000001,5,1.5,0.01,0.001,0.1339770298552004,,II
ac4ab46f-f18a-4b7b-b66a-ee5972f9bc93,6,29,4,5.760000000000001,5,1.5,0.01,0.001,0.1339770298552004,,II
ac4ab46f-f18a-4b7b-b66a-ee5972f9bc93,6,29,5,0.2,5,1.5,0.01,0.001,0.1339770298552004,,II
3408c3b3-e8a8-4f05-ba5e-8bb0ffd9d5e7,6,35,0,6.96,,1.5,0.01,0.001,,0.0035535271985117104,Intro
3408c3b3-e8a8-4f05-ba5e-8bb0ffd9d5e7,6,35,1,6.96,,1.5,0.01,0.001,,0.0035535271985117104,Intro
3408c3b3-e8a8-4f05-ba5e-8bb0ffd9d5e7,6,35,2,6.96,,1.5,0.01,0.001,,0.0035535271985117104,Intro
3408c3b3-e8a8-4f05-ba5e-8bb0ffd9d5e7,6,35,3,6.96,,1.5,0.01,0.001,,0.0035535271985117104,Intro
3408c3b3-e8a8-4f05-ba5e-8bb0ffd9d5e7,6,35,4,6.96,,1.5,0.01,0.001,,0.0035535271985117104,Intro
3408c3b3-e8a8-4f05-ba5e-8bb0ffd9d5e7,6,35,5,0.2,,1.5,0.01,0.001,,0.0035535271985117104,Intro
bc54bb07-2c23-4336-bc46-b1b08f201c22,6,42,0,8.36,0,1.5,0.01,0.001,0.16460644220334372,,MP
bc54bb07-2c23-4336-bc46-b1b08f201c22,6,42,1,8.36,0,1.5,0.01,0.001,0.16460644220334372,,MP
bc54bb07-2c23-4336-bc46-b1b08f201c22,6,42,2,8.36,0,1.5,0.01,0.001,0.16460644220334372,,MP
bc54bb07-2c23-4336-bc46-b1b08f201c22,6,42,3,8.36,0,1.5,0.01,0.001,0.16460644220334372,,MP
bc54bb07-2c23-4336-bc46-b1b08f201c22,6,42,4,8.36,0,1.5,0.01,0.001,0.16460644220334372,,MP
bc54bb07-2c23-4336-bc46-b1b08f201c22,6,42,5,0.2,0,1.5,0.01,0.001,0.16460644220334372,,MP
69e9db79-33c8-4216-b9db-5eea940b9946,6,42,0,8.36,1,1.5,0.01,0.001,0.16359714358781557,,MP
69e9db79-33c8-4216-b9db-5eea940b9946,6,42,1,8.36,1,1.5,0.01,0.001,0.16359714358781557,,MP
69e9db79-33c8-4216-b9db-5eea940b9946,6,42,2,8.36,1,1.5,0.01,0.001,0.16359714358781557,,MP
69e9db79-33c8-4216-b9db-5eea940b9946,6,42,3,8.36,1,1.5,0.01,0.001,0.16359714358781557,,MP
69e9db79-33c8-4216-b9db-5eea940b9946,6,42,4,8.36,1,1.5,0.01,0.001,0.16359714358781557,,MP
69e9db79-33c8-4216-b9db-5eea940b9946,6,42,5,0.2,1,1.5,0.01,0.001,0.16359714358781557,,MP
779340aa-98fd-4f2e-9331-b87cd48acc1c,6,42,0,8.36,2,1.5,0.01,0.001,0.32924581063406216,,MP
779340aa-98fd-4f2e-9331-b87cd48acc1c,6,42,1,8.36,2,1.5,0.01,0.001,0.32924581063406216,,MP
779340aa-98fd-4f2e-9331-b87cd48acc1c,6,42,2,8.36,2,1.5,0.01,0.001,0.32924581063406216,,MP
779340aa-98fd-4f2e-9331-b87cd48acc1c,6,42,3,8.36,2,1.5,0.01,0.001,0.32924581063406216,,MP
779340aa-98fd-4f2e-9331-b87cd48acc1c,6,42,4,8.36,2,1.5,0.01,0.001,0.32924581063406216,,MP
779340aa-98fd-4f2e-9331-b87cd48acc1c,6,42,5,0.2,2,1.5,0.01,0.001,0.32924581063406216,,MP
100aacdc-d551-432f-8754-e631074f1827,6,42,0,8.36,3,1.5,0.01,0.001,0.16359714358781557,,MP
100aacdc-d551-432f-8754-e631074f1827,6,42,1,8.36,3,1.5,0.01,0.001,0.16359714358781557,,MP
100aacdc-d551-432f-8754-e631074f1827,6,42,2,8.36,3,1.5,0.01,0.001,0.16359714358781557,,MP
100aacdc-d551-432f-8754-e631074f1827,6,42,3,8.36,3,1.5,0.01,0.001,0.16359714358781557,,MP
100aacdc-d551-432f-8754-e631074f1827,6,42,4,8.36,3,1.5,0.01,0.001,0.16359714358781557,,MP
100aacdc-d551-432f-8754-e631074f1827,6,42,5,0.2,3,1.5,0.01,0.001,0.16359714358781557,,MP
cf3faaa3-f6d6-494f-a234-3493610a66ef,6,42,0,8.36,4,1.5,0.01,0.001,0.3292458106340621,,MP
cf3faaa3-f6d6-494f-a234-3493610a66ef,6,42,1,8.36,4,1.5,0.01,0.001,0.3292458106340621,,MP
cf3faaa3-f6d6-494f-a234-3493610a66ef,6,42,2,8.36,4,1.5,0.01,0.001,0.3292458106340621,,MP
cf3faaa3-f6d6-494f-a234-3493610a66ef,6,42,3,8.36,4,1.5,0.01,0.001,0.3292458106340621,,MP
cf3faaa3-f6d6-494f-a234-3493610a66ef,6,42,4,8.36,4,1.5,0.01,0.001,0.3292458106340621,,MP
cf3faaa3-f6d6-494f-a234-3493610a66ef,6,42,5,0.2,4,1.5,0.01,0.001,0.3292458106340621,,MP
196fff4f-2f43-4d02-bb6e-a4419e2a51dc,6,42,0,8.36,5,1.5,0.01,0.001,0.3284017832247651,,MP
196fff4f-2f43-4d02-bb6e-a4419e2a51dc,6,42,1,8.36,5,1.5,0.01,0.001,0.3284017832247651,,MP
196fff4f-2f43-4d02-bb6e-a4419e2a51dc,6,42,2,8.36,5,1.5,0.01,0.001,0.3284017832247651,,MP
196fff4f-2f43-4d02-bb6e-a4419e2a51dc,6,42,3,8.36,5,1.5,0.01,0.001,0.3284017832247651,,MP
196fff4f-2f43-4d02-bb6e-a4419e2a51dc,6,42,4,8.36,5,1.5,0.01,0.001,0.3284017832247651,,MP
196fff4f-2f43-4d02-bb6e-a4419e2a51dc,6,42,5,0.2,5,1.5,0.01,0.001,0.3284017832247651,,MP
673be80a-a392-41f9-94e7-4f5159ac3848,6,42,0,8.352,0,1.5,0.01,0.001,0.03445414966009906,,Fermi
673be80a-a392-41f9-94e7-4f5159ac3848,6,42,1,8.352,0,1.5,0.01,0.001,0.03445414966009906,,Fermi
673be80a-a392-41f9-94e7-4f5159ac3848,6,42,2,8.352,0,1.5,0.01,0.001,0.03445414966009906,,Fermi
673be80a-a392-41f9-94e7-4f5159ac3848,6,42,3,8.352,0,1.5,0.01,0.001,0.03445414966009906,,Fermi
673be80a-a392-41f9-94e7-4f5159ac3848,6,42,4,8.352,0,1.5,0.01,0.001,0.03445414966009906,,Fermi
673be80a-a392-41f9-94e7-4f5159ac3848,6,42,5,0.24,0,1.5,0.01,0.001,0.03445414966009906,,Fermi
cd33ea87-1060-4bff-be72-1b5813321e81,6,42,0,8.352,1,1.5,0.01,0.001,0.014664369472825964,,Fermi
cd33ea87-1060-4bff-be72-1b5813321e81,6,42,1,8.352,1,1.5,0.01,0.001,0.014664369472825964,,Fermi
cd33ea87-1060-4bff-be72-1b5813321e81,6,42,2,8.352,1,1.5,0.01,0.001,0.014664369472825964,,Fermi
cd33ea87-1060-4bff-be72-1b5813321e81,6,42,3,8.352,1,1.5,0.01,0.001,0.014664369472825964,,Fermi
cd33ea87-1060-4bff-be72-1b5813321e81,6,42,4,8.352,1,1.5,0.01,0.001,0.014664369472825964,,Fermi
cd33ea87-1060-4bff-be72-1b5813321e81,6,42,5,0.24,1,1.5,0.01,0.001,0.014664369472825964,,Fermi
23b8b7cb-1b84-47f9-8f00-7487e78489bf,6,42,0,8.352,2,1.5,0.01,0.001,0.06974520156809264,,Fermi
23b8b7cb-1b84-47f9-8f00-7487e78489bf,6,42,1,8.352,2,1.5,0.01,0.001,0.06974520156809264,,Fermi
23b8b7cb-1b84-47f9-8f00-7487e78489bf,6,42,2,8.352,2,1.5,0.01,0.001,0.06974520156809264,,Fermi
23b8b7cb-1b84-47f9-8f00-7487e78489bf,6,42,3,8.352,2,1.5,0.01,0.001,0.06974520156809264,,Fermi
23b8b7cb-1b84-47f9-8f00-7487e78489bf,6,42,4,8.352,2,1.5,0.01,0.001,0.06974520156809264,,Fermi
23b8b7cb-1b84-47f9-8f00-7487e78489bf,6,42,5,0.24,2,1.5,0.01,0.001,0.06974520156809264,,Fermi
02ec12fa-ad6a-4a3d-8469-de56cbf0221c,6,42,0,8.352,3,1.5,0.01,0.001,0.014664369472825964,,Fermi
02ec12fa-ad6a-4a3d-8469-de56cbf0221c,6,42,1,8.352,3,1.5,0.01,0.001,0.014664369472825964,,Fermi
02ec12fa-ad6a-4a3d-8469-de56cbf0221c,6,42,2,8.352,3,1.5,0.01,0.001,0.014664369472825964,,Fermi
02ec12fa-ad6a-4a3d-8469-de56cbf0221c,6,42,3,8.352,3,1.5,0.01,0.001,0.014664369472825964,,Fermi
02ec12fa-ad6a-4a3d-8469-de56cbf0221c,6,42,4,8.352,3,1.5,0.01,0.001,0.014664369472825964,,Fermi
02ec12fa-ad6a-4a3d-8469-de56cbf0221c,6,42,5,0.24,3,1.5,0.01,0.001,0.014664369472825964,,Fermi
f3423edf-7aee-4054-a456-25decb98572b,6,42,0,8.352,4,1.5,0.01,0.001,0.06974520156809265,,Fermi
f3423edf-7aee-4054-a456-25decb98572b,6,42,1,8.352,4,1.5,0.01,0.001,0.06974520156809265,,Fermi
f3423edf-7aee-4054-a456-25decb98572b,6,42,2,8.352,4,1.5,0.01,0.001,0.06974520156809265,,Fermi
f3423edf-7aee-4054-a456-25decb98572b,6,42,3,8.352,4,1.5,0.01,0.001,0.06974520156809265,,Fermi
f3423edf-7aee-4054-a456-25decb98572b,6,42,4,8.352,4,1.5,0.01,0.001,0.06974520156809265,,Fermi
f3423edf-7aee-4054-a456-25decb98572b,6,42,5,0.24,4,1.5,0.01,0.001,0.06974520156809265,,Fermi
af35c763-590a-4165-8fc1-82399ebecab2,6,42,0,8.352,5,1.5,0.01,0.001,0.04315091791802551,,Fermi
af35c763-590a-4165-8fc1-82399ebecab2,6,42,1,8.352,5,1.5,0.01,0.001,0.04315091791802551,,Fermi
af35c763-590a-4165-8fc1-82399ebecab2,6,42,2,8.352,5,1.5,0.01,0.001,0.04315091791802551,,Fermi
af35c763-590a-4165-8fc1-82399ebecab2,6,42,3,8.352,5,1.5,0.01,0.001,0.04315091791802551,,Fermi
af35c763-590a-4165-8fc1-82399ebecab2,6,42,4,8.352,5,1.5,0.01,0.001,0.04315091791802551,,Fermi
af35c763-590a-4165-8fc1-82399ebecab2,6,42,5,0.24,5,1.5,0.01,0.001,0.04315091791802551,,Fermi
fc30c7bc-0c4b-4b71-9162-e51e73aaaed1,6,42,0,8.3424,0,1.5,0.01,0.001,0.03297771009864426,,II
fc30c7bc-0c4b-4b71-9162-e51e73aaaed1,6,42,1,8.3424,0,1.5,0.01,0.001,0.03297771009864426,,II
fc30c7bc-0c4b-4b71-9162-e51e73aaaed1,6,42,2,8.3424,0,1.5,0.01,0.001,0.03297771009864426,,II
fc30c7bc-0c4b-4b71-9162-e51e73aaaed1,6,42,3,8.3424,0,1.5,0.01,0.001,0.03297771009864426,,II
fc30c7bc-0c4b-4b71-9162-e51e73aaaed1,6,42,4,8.3424,0,1.5,0.01,0.001,0.03297771009864426,,II
fc30c7bc-0c4b-4b71-9162-e51e73aaaed1,6,42,5,0.288,0,1.5,0.01,0.001,0.03297771009864426,,II
79b3631d-b895-49b0-bda9-7cb8fa1d85ad,6,42,0,8.3424,1,1.5,0.01,0.001,0.029557415336347453,,II
79b3631d-b895-49b0-bda9-7cb8fa1d85ad,6,42,1,8.3424,1,1.5,0.01,0.001,0.029557415336347453,,II
79b3631d-b895-49b0-bda9-7cb8fa1d85ad,6,42,2,8.3424,1,1.5,0.01,0.001,0.029557415336347453,,II
79b3631d-b895-49b0-bda9-7cb8fa1d85ad,6,42,3,8.3424,1,1.5,0.01,0.001,0.029557415336347453,,II
79b3631d-b895-49b0-bda9-7cb8fa1d85ad,6,42,4,8.3424,1,1.5,0.01,0.001,0.029557415336347453,,II
79b3631d-b895-49b0-bda9-7cb8fa1d85ad,6,42,5,0.288,1,1.5,0.01,0.001,0.029557415336347453,,II
d55d00c1-50ef-4a26-8c42-f172d62008fc,6,42,0,8.3424,2,1.5,0.01,0.001,0.08081751612914694,,II
d55d00c1-50ef-4a26-8c42-f172d62008fc,6,42,1,8.3424,2,1.5,0.01,0.001,0.08081751612914694,,II
d55d00c1-50ef-4a26-8c42-f172d62008fc,6,42,2,8.3424,2,1.5,0.01,0.001,0.08081751612914694,,II
d55d00c1-50ef-4a26-8c42-f172d62008fc,6,42,3,8.3424,2,1.5,0.01,0.001,0.08081751612914694,,II
d55d00c1-50ef-4a26-8c42-f172d62008fc,6,42,4,8.3424,2,1.5,0.01,0.001,0.08081751612914694,,II
d55d00c1-50ef-4a26-8c42-f172d62008fc,6,42,5,0.288,2,1.5,0.01,0.001,0.08081751612914694,,II
470038fd-6499-466d-87e5-ad5234396ed1,6,42,0,8.3424,3,1.5,0.01,0.001,0.029557415336347453,,II
470038fd-6499-466d-87e5-ad5234396ed1,6,42,1,8.3424,3,1.5,0.01,0.001,0.029557415336347453,,II
470038fd-6499-466d-87e5-ad5234396ed1,6,42,2,8.3424,3,1.5,0.01,0.001,0.029557415336347453,,II
470038fd-6499-466d-87e5-ad5234396ed1,6,42,3,8.3424,3,1.5,0.01,0.001,0.029557415336347453,,II
470038fd-6499-466d-87e5-ad5234396ed1,6,42,4,8.3424,3,1.5,0.01,0.001,0.029557415336347453,,II
470038fd-6499-466d-87e5-ad5234396ed1,6,42,5,0.288,3,1.5,0.01,0.001,0.029557415336347453,,II
fbc8e695-6482-480f-9801-8b88710f1df4,6,42,0,8.3424,4,1.5,0.01,0.001,0.08081751612914699,,II
fbc8e695-6482-480f-9801-8b88710f1df4,6,42,1,8.3424,4,1.5,0.01,0.001,0.08081751612914699,,II
fbc8e695-6482-480f-9801-8b88710f1df4,6,42,2,8.3424,4,1.5,0.01,0.001,0.08081751612914699,,II
fbc8e695-6482-480f-9801-8b88710f1df4,6,42,3,8.3424,4,1.5,0.01,0.001,0.08081751612914699,,II
fbc8e695-6482-480f-9801-8b88710f1df4,6,42,4,8.3424,4,1.5,0.01,0.001,0.08081751612914699,,II
fbc8e695-6482-480f-9801-8b88710f1df4,6,42,5,0.288,4,1.5,0.01,0.001,0.08081751612914699,,II
036a32de-6fda-430f-82f5-b5837bdfa76f,6,42,0,8.3424,5,1.5,0.01,0.001,0.08102198132743108,,II
036a32de-6fda-430f-82f5-b5837bdfa76f,6,42,1,8.3424,5,1.5,0.01,0.001,0.08102198132743108,,II
036a32de-6fda-430f-82f5-b5837bdfa76f,6,42,2,8.3424,5,1.5,0.01,0.001,0.08102198132743108,,II
036a32de-6fda-430f-82f5-b5837bdfa76f,6,42,3,8.3424,5,1.5,0.01,0.001,0.08102198132743108,,II
036a32de-6fda-430f-82f5-b5837bdfa76f,6,42,4,8.3424,5,1.5,0.01,0.001,0.08102198132743108,,II
036a32de-6fda-430f-82f5-b5837bdfa76f,6,42,5,0.288,5,1.5,0.01,0.001,0.08102198132743108,,II
e8966920-8372-48a3-9270-ecd1e1517bf1,6,42,0,8.33088,,1.5,0.01,0.001,,(0.0025438023652499314+0j),Intro
e8966920-8372-48a3-9270-ecd1e1517bf1,6,42,1,8.33088,,1.5,0.01,0.001,,(0.0025438023652499314+0j),Intro
e8966920-8372-48a3-9270-ecd1e1517bf1,6,42,2,8.33088,,1.5,0.01,0.001,,(0.0025438023652499314+0j),Intro
e8966920-8372-48a3-9270-ecd1e1517bf1,6,42,3,8.33088,,1.5,0.01,0.001,,(0.0025438023652499314+0j),Intro
e8966920-8372-48a3-9270-ecd1e1517bf1,6,42,4,8.33088,,1.5,0.01,0.001,,(0.0025438023652499314+0j),Intro
e8966920-8372-48a3-9270-ecd1e1517bf1,6,42,5,0.34559999999999996,,1.5,0.01,0.001,,(0.0025438023652499314+0j),Intro
96cd0fae-0218-4962-aff7-290ca941b343,6,42,0,8.317056,0,1.5,0.01,0.001,0.16457988341513222,,MP
96cd0fae-0218-4962-aff7-290ca941b343,6,42,1,8.317056,0,1.5,0.01,0.001,0.16457988341513222,,MP
96cd0fae-0218-4962-aff7-290ca941b343,6,42,2,8.317056,0,1.5,0.01,0.001,0.16457988341513222,,MP
96cd0fae-0218-4962-aff7-290ca941b343,6,42,3,8.317056,0,1.5,0.01,0.001,0.16457988341513222,,MP
96cd0fae-0218-4962-aff7-290ca941b343,6,42,4,8.317056,0,1.5,0.01,0.001,0.16457988341513222,,MP
96cd0fae-0218-4962-aff7-290ca941b343,6,42,5,0.4147199999999999,0,1.5,0.01,0.001,0.16457988341513222,,MP
2c8eb5d9-caad-4684-a8a2-cf6d7501f621,6,42,0,8.317056,1,1.5,0.01,0.001,0.16360245507217863,,MP
2c8eb5d9-caad-4684-a8a2-cf6d7501f621,6,42,1,8.317056,1,1.5,0.01,0.001,0.16360245507217863,,MP
2c8eb5d9-caad-4684-a8a2-cf6d7501f621,6,42,2,8.317056,1,1.5,0.01,0.001,0.16360245507217863,,MP
2c8eb5d9-caad-4684-a8a2-cf6d7501f621,6,42,3,8.317056,1,1.5,0.01,0.001,0.16360245507217863,,MP
2c8eb5d9-caad-4684-a8a2-cf6d7501f621,6,42,4,8.317056,1,1.5,0.01,0.001,0.16360245507217863,,MP
2c8eb5d9-caad-4684-a8a2-cf6d7501f621,6,42,5,0.4147199999999999,1,1.5,0.01,0.001,0.16360245507217863,,MP
65fe7bc3-5586-40bb-a6be-600451355f4c,6,42,0,8.317056,2,1.5,0.01,0.001,0.3292280426360211,,MP
65fe7bc3-5586-40bb-a6be-600451355f4c,6,42,1,8.317056,2,1.5,0.01,0.001,0.3292280426360211,,MP
65fe7bc3-5586-40bb-a6be-600451355f4c,6,42,2,8.317056,2,1.5,0.01,0.001,0.3292280426360211,,MP
65fe7bc3-5586-40bb-a6be-600451355f4c,6,42,3,8.317056,2,1.5,0.01,0.001,0.3292280426360211,,MP
65fe7bc3-5586-40bb-a6be-600451355f4c,6,42,4,8.317056,2,1.5,0.01,0.001,0.3292280426360211,,MP
65fe7bc3-5586-40bb-a6be-600451355f4c,6,42,5,0.4147199999999999,2,1.5,0.01,0.001,0.3292280426360211,,MP
722813c9-749c-40ac-ad68-4c0cb51cb7ff,6,42,0,8.317056,3,1.5,0.01,0.001,0.16360245507217858,,MP
722813c9-749c-40ac-ad68-4c0cb51cb7ff,6,42,1,8.317056,3,1.5,0.01,0.001,0.16360245507217858,,MP
722813c9-749c-40ac-ad68-4c0cb51cb7ff,6,42,2,8.317056,3,1.5,0.01,0.001,0.16360245507217858,,MP
722813c9-749c-40ac-ad68-4c0cb51cb7ff,6,42,3,8.317056,3,1.5,0.01,0.001,0.16360245507217858,,MP
722813c9-749c-40ac-ad68-4c0cb51cb7ff,6,42,4,8.317056,3,1.5,0.01,0.001,0.16360245507217858,,MP
722813c9-749c-40ac-ad68-4c0cb51cb7ff,6,42,5,0.4147199999999999,3,1.5,0.01,0.001,0.16360245507217858,,MP
2efa5d37-bee0-4b10-9399-529c985a24c6,6,42,0,8.317056,4,1.5,0.01,0.001,0.32922804263602096,,MP
2efa5d37-bee0-4b10-9399-529c985a24c6,6,42,1,8.317056,4,1.5,0.01,0.001,0.32922804263602096,,MP
2efa5d37-bee0-4b10-9399-529c985a24c6,6,42,2,8.317056,4,1.5,0.01,0.001,0.32922804263602096,,MP
2efa5d37-bee0-4b10-9399-529c985a24c6,6,42,3,8.317056,4,1.5,0.01,0.001,0.32922804263602096,,MP
2efa5d37-bee0-4b10-9399-529c985a24c6,6,42,4,8.317056,4,1.5,0.01,0.001,0.32922804263602096,,MP
2efa5d37-bee0-4b10-9399-529c985a24c6,6,42,5,0.4147199999999999,4,1.5,0.01,0.001,0.32922804263602096,,MP
1d8266d8-dc50-412b-99a4-b545c8a6bc39,6,42,0,8.317056,5,1.5,0.01,0.001,0.3284106667258331,,MP
1d8266d8-dc50-412b-99a4-b545c8a6bc39,6,42,1,8.317056,5,1.5,0.01,0.001,0.3284106667258331,,MP
1d8266d8-dc50-412b-99a4-b545c8a6bc39,6,42,2,8.317056,5,1.5,0.01,0.001,0.3284106667258331,,MP
1d8266d8-dc50-412b-99a4-b545c8a6bc39,6,42,3,8.317056,5,1.5,0.01,0.001,0.3284106667258331,,MP
1d8266d8-dc50-412b-99a4-b545c8a6bc39,6,42,4,8.317056,5,1.5,0.01,0.001,0.3284106667258331,,MP
1d8266d8-dc50-412b-99a4-b545c8a6bc39,6,42,5,0.4147199999999999,5,1.5,0.01,0.001,0.3284106667258331,,MP
c6ec4eeb-9710-45a4-bcfc-9bd439117449,6,42,0,8.317056,0,1.7999999999999998,0.01,0.001,0.03371366845880548,,Fermi
c6ec4eeb-9710-45a4-bcfc-9bd439117449,6,42,1,8.317056,0,1.7999999999999998,0.01,0.001,0.03371366845880548,,Fermi
c6ec4eeb-9710-45a4-bcfc-9bd439117449,6,42,2,8.317056,0,1.7999999999999998,0.01,0.001,0.03371366845880548,,Fermi
c6ec4eeb-9710-45a4-bcfc-9bd439117449,6,42,3,8.317056,0,1.7999999999999998,0.01,0.001,0.03371366845880548,,Fermi
c6ec4eeb-9710-45a4-bcfc-9bd439117449,6,42,4,8.317056,0,1.7999999999999998,0.01,0.001,0.03371366845880548,,Fermi
c6ec4eeb-9710-45a4-bcfc-9bd439117449,6,42,5,0.4147199999999999,0,1.7999999999999998,0.01,0.001,0.03371366845880548,,Fermi
a7a832bc-3554-4da1-9cb2-5f45de4cbb76,6,42,0,8.317056,1,1.7999999999999998,0.01,0.001,0.01464783390374481,,Fermi
a7a832bc-3554-4da1-9cb2-5f45de4cbb76,6,42,1,8.317056,1,1.7999999999999998,0.01,0.001,0.01464783390374481,,Fermi
a7a832bc-3554-4da1-9cb2-5f45de4cbb76,6,42,2,8.317056,1,1.7999999999999998,0.01,0.001,0.01464783390374481,,Fermi
a7a832bc-3554-4da1-9cb2-5f45de4cbb76,6,42,3,8.317056,1,1.7999999999999998,0.01,0.001,0.01464783390374481,,Fermi
