UID,N,M,i,$\alpha_{i}$,First Contributor,r,$\beta$,$\epsilon$,$\rho_{C},$p_{C}$,Process
a7a832bc-3554-4da1-9cb2-5f45de4cbb76,6,42,4,8.317056,1,1.7999999999999998,0.01,0.001,0.01464783390374481,,Fermi
a7a832bc-3554-4da1-9cb2-5f45de4cbb76,6,42,5,0.4147199999999999,1,1.7999999999999998,0.01,0.001,0.01464783390374481,,Fermi
2af15b6b-66c8-4845-ab6a-b98dd8b780de,6,42,0,8.317056,2,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
2af15b6b-66c8-4845-ab6a-b98dd8b780de,6,42,1,8.317056,2,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
2af15b6b-66c8-4845-ab6a-b98dd8b780de,6,42,2,8.317056,2,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
2af15b6b-66c8-4845-ab6a-b98dd8b780de,6,42,3,8.317056,2,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
2af15b6b-66c8-4845-ab6a-b98dd8b780de,6,42,4,8.317056,2,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
2af15b6b-66c8-4845-ab6a-b98dd8b780de,6,42,5,0.4147199999999999,2,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
5c5a8d91-eba3-47d5-a5bf-c0eabe6e486b,6,42,0,8.317056,3,1.7999999999999998,0.01,0.001,0.014647833903744807,,Fermi
5c5a8d91-eba3-47d5-a5bf-c0eabe6e486b,6,42,1,8.317056,3,1.7999999999999998,0.01,0.001,0.014647833903744807,,Fermi
5c5a8d91-eba3-47d5-a5bf-c0eabe6e486b,6,42,2,8.317056,3,1.7999999999999998,0.01,0.001,0.014647833903744807,,Fermi
5c5a8d91-eba3-47d5-a5bf-c0eabe6e486b,6,42,3,8.317056,3,1.7999999999999998,0.01,0.001,0.014647833903744807,,Fermi
5c5a8d91-eba3-47d5-a5bf-c0eabe6e486b,6,42,4,8.317056,3,1.7999999999999998,0.01,0.001,0.014647833903744807,,Fermi
5c5a8d91-eba3-47d5-a5bf-c0eabe6e486b,6,42,5,0.4147199999999999,3,1.7999999999999998,0.01,0.001,0.014647833903744807,,Fermi
06d74e44-38ae-42a6-99e5-2f999b3d5062,6,42,0,8.317056,4,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
06d74e44-38ae-42a6-99e5-2f999b3d5062,6,42,1,8.317056,4,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
06d74e44-38ae-42a6-99e5-2f999b3d5062,6,42,2,8.317056,4,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
06d74e44-38ae-42a6-99e5-2f999b3d5062,6,42,3,8.317056,4,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
06d74e44-38ae-42a6-99e5-2f999b3d5062,6,42,4,8.317056,4,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
06d74e44-38ae-42a6-99e5-2f999b3d5062,6,42,5,0.4147199999999999,4,1.7999999999999998,0.01,0.001,0.06885490767934908,,Fermi
3dce88ce-e174-4f02-a64f-21c6452e3b81,6,42,0,8.317056,5,1.7999999999999998,0.01,0.001,0.04315793503353563,,Fermi
3dce88ce-e174-4f02-a64f-21c6452e3b81,6,42,1,8.317056,5,1.7999999999999998,0.01,0.001,0.04315793503353563,,Fermi
3dce88ce-e174-4f02-a64f-21c6452e3b81,6,42,2,8.317056,5,1.7999999999999998,0.01,0.001,0.04315793503353563,,Fermi
3dce88ce-e174-4f02-a64f-21c6452e3b81,6,42,3,8.317056,5,1.7999999999999998,0.01,0.001,0.04315793503353563,,Fermi
3dce88ce-e174-4f02-a64f-21c6452e3b81,6,42,4,8.317056,5,1.7999999999999998,0.01,0.001,0.04315793503353563,,Fermi
3dce88ce-e174-4f02-a64f-21c6452e3b81,6,42,5,0.4147199999999999,5,1.7999999999999998,0.01,0.001,0.04315793503353563,,Fermi
824f3c1d-48ee-4fcb-8141-6102543538d0,6,42,0,8.317056,0,2.1599999999999997,0.01,0.001,0.043773511631718214,,II
824f3c1d-48ee-4fcb-8141-6102543538d0,6,42,1,8.317056,0,2.1599999999999997,0.01,0.001,0.043773511631718214,,II
824f3c1d-48ee-4fcb-8141-6102543538d0,6,42,2,8.317056,0,2.1599999999999997,0.01,0.001,0.043773511631718214,,II
824f3c1d-48ee-4fcb-8141-6102543538d0,6,42,3,8.317056,0,2.1599999999999997,0.01,0.001,0.043773511631718214,,II
824f3c1d-48ee-4fcb-8141-6102543538d0,6,42,4,8.317056,0,2.1599999999999997,0.01,0.001,0.043773511631718214,,II
824f3c1d-48ee-4fcb-8141-6102543538d0,6,42,5,0.4147199999999999,0,2.1599999999999997,0.01,0.001,0.043773511631718214,,II
786d043e-1516-4bcc-b3bc-ff0aae3604fc,6,42,0,8.317056,1,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
786d043e-1516-4bcc-b3bc-ff0aae3604fc,6,42,1,8.317056,1,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
786d043e-1516-4bcc-b3bc-ff0aae3604fc,6,42,2,8.317056,1,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
786d043e-1516-4bcc-b3bc-ff0aae3604fc,6,42,3,8.317056,1,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
786d043e-1516-4bcc-b3bc-ff0aae3604fc,6,42,4,8.317056,1,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
786d043e-1516-4bcc-b3bc-ff0aae3604fc,6,42,5,0.4147199999999999,1,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
99e23b69-f863-42bd-95e3-f6cd6daddebc,6,42,0,8.317056,2,2.1599999999999997,0.01,0.001,0.10373957563655176,,II
99e23b69-f863-42bd-95e3-f6cd6daddebc,6,42,1,8.317056,2,2.1599999999999997,0.01,0.001,0.10373957563655176,,II
99e23b69-f863-42bd-95e3-f6cd6daddebc,6,42,2,8.317056,2,2.1599999999999997,0.01,0.001,0.10373957563655176,,II
99e23b69-f863-42bd-95e3-f6cd6daddebc,6,42,3,8.317056,2,2.1599999999999997,0.01,0.001,0.10373957563655176,,II
99e23b69-f863-42bd-95e3-f6cd6daddebc,6,42,4,8.317056,2,2.1599999999999997,0.01,0.001,0.10373957563655176,,II
99e23b69-f863-42bd-95e3-f6cd6daddebc,6,42,5,0.4147199999999999,2,2.1599999999999997,0.01,0.001,0.10373957563655176,,II
03ce9278-10aa-48cd-8075-7365a4f8ab33,6,42,0,8.317056,3,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
03ce9278-10aa-48cd-8075-7365a4f8ab33,6,42,1,8.317056,3,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
03ce9278-10aa-48cd-8075-7365a4f8ab33,6,42,2,8.317056,3,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
03ce9278-10aa-48cd-8075-7365a4f8ab33,6,42,3,8.317056,3,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
03ce9278-10aa-48cd-8075-7365a4f8ab33,6,42,4,8.317056,3,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
03ce9278-10aa-48cd-8075-7365a4f8ab33,6,42,5,0.4147199999999999,3,2.1599999999999997,0.01,0.001,0.03957857278654574,,II
ef32e435-2f36-4e79-9bab-c8d0878680de,6,42,0,8.317056,4,2.1599999999999997,0.01,0.001,0.10373957563655174,,II
ef32e435-2f36-4e79-9bab-c8d0878680de,6,42,1,8.317056,4,2.1599999999999997,0.01,0.001,0.10373957563655174,,II
ef32e435-2f36-4e79-9bab-c8d0878680de,6,42,2,8.317056,4,2.1599999999999997,0.01,0.001,0.10373957563655174,,II
ef32e435-2f36-4e79-9bab-c8d0878680de,6,42,3,8.317056,4,2.1599999999999997,0.01,0.001,0.10373957563655174,,II
ef32e435-2f36-4e79-9bab-c8d0878680de,6,42,4,8.317056,4,2.1599999999999997,0.01,0.001,0.10373957563655174,,II
ef32e435-2f36-4e79-9bab-c8d0878680de,6,42,5,0.4147199999999999,4,2.1599999999999997,0.01,0.001,0.10373957563655174,,II
377e7778-e3df-4de8-935f-2b063595c749,6,42,0,8.317056,5,2.1599999999999997,0.01,0.001,0.1031380900281215,,II
377e7778-e3df-4de8-935f-2b063595c749,6,42,1,8.317056,5,2.1599999999999997,0.01,0.001,0.1031380900281215,,II
377e7778-e3df-4de8-935f-2b063595c749,6,42,2,8.317056,5,2.1599999999999997,0.01,0.001,0.1031380900281215,,II
377e7778-e3df-4de8-935f-2b063595c749,6,42,3,8.317056,5,2.1599999999999997,0.01,0.001,0.1031380900281215,,II
377e7778-e3df-4de8-935f-2b063595c749,6,42,4,8.317056,5,2.1599999999999997,0.01,0.001,0.1031380900281215,,II
377e7778-e3df-4de8-935f-2b063595c749,6,42,5,0.4147199999999999,5,2.1599999999999997,0.01,0.001,0.1031380900281215,,II
57b50306-2d4d-4784-bee0-e9e6d36056fc,6,42,0,8.317056,,2.5919999999999996,0.01,0.001,,(0.004128027033880842+0j),Intro
57b50306-2d4d-4784-bee0-e9e6d36056fc,6,42,1,8.317056,,2.5919999999999996,0.01,0.001,,(0.004128027033880842+0j),Intro
57b50306-2d4d-4784-bee0-e9e6d36056fc,6,42,2,8.317056,,2.5919999999999996,0.01,0.001,,(0.004128027033880842+0j),Intro
57b50306-2d4d-4784-bee0-e9e6d36056fc,6,42,3,8.317056,,2.5919999999999996,0.01,0.001,,(0.004128027033880842+0j),Intro
57b50306-2d4d-4784-bee0-e9e6d36056fc,6,42,4,8.317056,,2.5919999999999996,0.01,0.001,,(0.004128027033880842+0j),Intro
57b50306-2d4d-4784-bee0-e9e6d36056fc,6,42,5,0.4147199999999999,,2.5919999999999996,0.01,0.001,,(0.004128027033880842+0j),Intro
cc0b55d7-9ece-4b80-a1ba-f44634b1943f,6,42,0,8.317056,0,3.1103999999999994,0.01,0.001,0.16459009917486717,,MP
cc0b55d7-9ece-4b80-a1ba-f44634b1943f,6,42,1,8.317056,0,3.1103999999999994,0.01,0.001,0.16459009917486717,,MP
cc0b55d7-9ece-4b80-a1ba-f44634b1943f,6,42,2,8.317056,0,3.1103999999999994,0.01,0.001,0.16459009917486717,,MP
cc0b55d7-9ece-4b80-a1ba-f44634b1943f,6,42,3,8.317056,0,3.1103999999999994,0.01,0.001,0.16459009917486717,,MP
cc0b55d7-9ece-4b80-a1ba-f44634b1943f,6,42,4,8.317056,0,3.1103999999999994,0.01,0.001,0.16459009917486717,,MP
cc0b55d7-9ece-4b80-a1ba-f44634b1943f,6,42,5,0.4147199999999999,0,3.1103999999999994,0.01,0.001,0.16459009917486717,,MP
408ee6bd-3de6-4645-9ad5-eabdf30beeb0,6,42,0,8.317056,1,3.1103999999999994,0.01,0.001,0.16361634151825702,,MP
408ee6bd-3de6-4645-9ad5-eabdf30beeb0,6,42,1,8.317056,1,3.1103999999999994,0.01,0.001,0.16361634151825702,,MP
408ee6bd-3de6-4645-9ad5-eabdf30beeb0,6,42,2,8.317056,1,3.1103999999999994,0.01,0.001,0.16361634151825702,,MP
408ee6bd-3de6-4645-9ad5-eabdf30beeb0,6,42,3,8.317056,1,3.1103999999999994,0.01,0.001,0.16361634151825702,,MP
408ee6bd-3de6-4645-9ad5-eabdf30beeb0,6,42,4,8.317056,1,3.1103999999999994,0.01,0.001,0.16361634151825702,,MP
408ee6bd-3de6-4645-9ad5-eabdf30beeb0,6,42,5,0.4147199999999999,1,3.1103999999999994,0.01,0.001,0.16361634151825702,,MP
66a24523-564f-42b8-b4ee-13491aacb527,6,42,0,8.317056,2,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
66a24523-564f-42b8-b4ee-13491aacb527,6,42,1,8.317056,2,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
66a24523-564f-42b8-b4ee-13491aacb527,6,42,2,8.317056,2,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
66a24523-564f-42b8-b4ee-13491aacb527,6,42,3,8.317056,2,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
66a24523-564f-42b8-b4ee-13491aacb527,6,42,4,8.317056,2,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
66a24523-564f-42b8-b4ee-13491aacb527,6,42,5,0.4147199999999999,2,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
59bc434e-18ce-40dd-9416-5b3bfb1d6132,6,42,0,8.317056,3,3.1103999999999994,0.01,0.001,0.16361634151825696,,MP
59bc434e-18ce-40dd-9416-5b3bfb1d6132,6,42,1,8.317056,3,3.1103999999999994,0.01,0.001,0.16361634151825696,,MP
59bc434e-18ce-40dd-9416-5b3bfb1d6132,6,42,2,8.317056,3,3.1103999999999994,0.01,0.001,0.16361634151825696,,MP
59bc434e-18ce-40dd-9416-5b3bfb1d6132,6,42,3,8.317056,3,3.1103999999999994,0.01,0.001,0.16361634151825696,,MP
59bc434e-18ce-40dd-9416-5b3bfb1d6132,6,42,4,8.317056,3,3.1103999999999994,0.01,0.001,0.16361634151825696,,MP
59bc434e-18ce-40dd-9416-5b3bfb1d6132,6,42,5,0.4147199999999999,3,3.1103999999999994,0.01,0.001,0.16361634151825696,,MP
792e5b33-7ffe-40fa-94a7-0922f33e9ffa,6,42,0,8.317056,4,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
792e5b33-7ffe-40fa-94a7-0922f33e9ffa,6,42,1,8.317056,4,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
792e5b33-7ffe-40fa-94a7-0922f33e9ffa,6,42,2,8.317056,4,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
792e5b33-7ffe-40fa-94a7-0922f33e9ffa,6,42,3,8.317056,4,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
792e5b33-7ffe-40fa-94a7-0922f33e9ffa,6,42,4,8.317056,4,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
792e5b33-7ffe-40fa-94a7-0922f33e9ffa,6,42,5,0.4147199999999999,4,3.1103999999999994,0.01,0.001,0.3292484707916611,,MP
066357dd-8f70-456c-859a-b618ed3e44e7,6,42,0,8.317056,5,3.1103999999999994,0.01,0.001,0.32843658471907566,,MP
066357dd-8f70-456c-859a-b618ed3e44e7,6,42,1,8.317056,5,3.1103999999999994,0.01,0.001,0.32843658471907566,,MP
066357dd-8f70-456c-859a-b618ed3e44e7,6,42,2,8.317056,5,3.1103999999999994,0.01,0.001,0.32843658471907566,,MP
066357dd-8f70-456c-859a-b618ed3e44e7,6,42,3,8.317056,5,3.1103999999999994,0.01,0.001,0.32843658471907566,,MP
066357dd-8f70-456c-859a-b618ed3e44e7,6,42,4,8.317056,5,3.1103999999999994,0.01,0.001,0.32843658471907566,,MP
066357dd-8f70-456c-859a-b618ed3e44e7,6,42,5,0.4147199999999999,5,3.1103999999999994,0.01,0.001,0.32843658471907566,,MP
a1dc9262-8ece-4df1-beac-344d79da840a,6,42,0,8.317056,0,3.1103999999999994,0.012,0.001,0.04520562961871737,,Fermi
a1dc9262-8ece-4df1-beac-344d79da840a,6,42,1,8.317056,0,3.1103999999999994,0.012,0.001,0.04520562961871737,,Fermi
a1dc9262-8ece-4df1-beac-344d79da840a,6,42,2,8.317056,0,3.1103999999999994,0.012,0.001,0.04520562961871737,,Fermi
a1dc9262-8ece-4df1-beac-344d79da840a,6,42,3,8.317056,0,3.1103999999999994,0.012,0.001,0.04520562961871737,,Fermi
a1dc9262-8ece-4df1-beac-344d79da840a,6,42,4,8.317056,0,3.1103999999999994,0.012,0.001,0.04520562961871737,,Fermi
a1dc9262-8ece-4df1-beac-344d79da840a,6,42,5,0.4147199999999999,0,3.1103999999999994,0.012,0.001,0.04520562961871737,,Fermi
c382e098-1f21-4be7-adad-af5a4478c7b6,6,42,0,8.317056,1,3.1103999999999994,0.012,0.001,0.023275126926847488,,Fermi
c382e098-1f21-4be7-adad-af5a4478c7b6,6,42,1,8.317056,1,3.1103999999999994,0.012,0.001,0.023275126926847488,,Fermi
c382e098-1f21-4be7-adad-af5a4478c7b6,6,42,2,8.317056,1,3.1103999999999994,0.012,0.001,0.023275126926847488,,Fermi
c382e098-1f21-4be7-adad-af5a4478c7b6,6,42,3,8.317056,1,3.1103999999999994,0.012,0.001,0.023275126926847488,,Fermi
c382e098-1f21-4be7-adad-af5a4478c7b6,6,42,4,8.317056,1,3.1103999999999994,0.012,0.001,0.023275126926847488,,Fermi
c382e098-1f21-4be7-adad-af5a4478c7b6,6,42,5,0.4147199999999999,1,3.1103999999999994,0.012,0.001,0.023275126926847488,,Fermi
330f84dc-2462-4c05-b173-7ba4c35fb432,6,42,0,8.317056,2,3.1103999999999994,0.012,0.001,0.09200087616163381,,Fermi
330f84dc-2462-4c05-b173-7ba4c35fb432,6,42,1,8.317056,2,3.1103999999999994,0.012,0.001,0.09200087616163381,,Fermi
330f84dc-2462-4c05-b173-7ba4c35fb432,6,42,2,8.317056,2,3.1103999999999994,0.012,0.001,0.09200087616163381,,Fermi
330f84dc-2462-4c05-b173-7ba4c35fb432,6,42,3,8.317056,2,3.1103999999999994,0.012,0.001,0.09200087616163381,,Fermi
330f84dc-2462-4c05-b173-7ba4c35fb432,6,42,4,8.317056,2,3.1103999999999994,0.012,0.001,0.09200087616163381,,Fermi
330f84dc-2462-4c05-b173-7ba4c35fb432,6,42,5,0.4147199999999999,2,3.1103999999999994,0.012,0.001,0.09200087616163381,,Fermi
03ebfd0c-d532-4968-9d23-bfc846747df8,6,42,0,8.317056,3,3.1103999999999994,0.012,0.001,0.023275126926847477,,Fermi
03ebfd0c-d532-4968-9d23-bfc846747df8,6,42,1,8.317056,3,3.1103999999999994,0.012,0.001,0.023275126926847477,,Fermi
03ebfd0c-d532-4968-9d23-bfc846747df8,6,42,2,8.317056,3,3.1103999999999994,0.012,0.001,0.023275126926847477,,Fermi
03ebfd0c-d532-4968-9d23-bfc846747df8,6,42,3,8.317056,3,3.1103999999999994,0.012,0.001,0.023275126926847477,,Fermi
03ebfd0c-d532-4968-9d23-bfc846747df8,6,42,4,8.317056,3,3.1103999999999994,0.012,0.001,0.023275126926847477,,Fermi
03ebfd0c-d532-4968-9d23-bfc846747df8,6,42,5,0.4147199999999999,3,3.1103999999999994,0.012,0.001,0.023275126926847477,,Fermi
26887ff9-d1c7-4e6c-ad83-899579fcad53,6,42,0,8.317056,4,3.1103999999999994,0.012,0.001,0.09200087616163377,,Fermi
26887ff9-d1c7-4e6c-ad83-899579fcad53,6,42,1,8.317056,4,3.1103999999999994,0.012,0.001,0.09200087616163377,,Fermi
26887ff9-d1c7-4e6c-ad83-899579fcad53,6,42,2,8.317056,4,3.1103999999999994,0.012,0.001,0.09200087616163377,,Fermi
26887ff9-d1c7-4e6c-ad83-899579fcad53,6,42,3,8.317056,4,3.1103999999999994,0.012,0.001,0.09200087616163377,,Fermi
26887ff9-d1c7-4e6c-ad83-899579fcad53,6,42,4,8.317056,4,3.1103999999999994,0.012,0.001,0.09200087616163377,,Fermi
26887ff9-d1c7-4e6c-ad83-899579fcad53,6,42,5,0.4147199999999999,4,3.1103999999999994,0.012,0.001,0.09200087616163377,,Fermi
90e992c9-705e-4164-b11b-0b89f3f44919,6,42,0,8.317056,5,3.1103999999999994,0.012,0.001,0.06427806344955342,,Fermi
90e992c9-705e-4164-b11b-0b89f3f44919,6,42,1,8.317056,5,3.1103999999999994,0.012,0.001,0.06427806344955342,,Fermi
90e992c9-705e-4164-b11b-0b89f3f44919,6,42,2,8.317056,5,3.1103999999999994,0.012,0.001,0.06427806344955342,,Fermi
90e992c9-705e-4164-b11b-0b89f3f44919,6,42,3,8.317056,5,3.1103999999999994,0.012,0.001,0.06427806344955342,,Fermi
90e992c9-705e-4164-b11b-0b89f3f44919,6,42,4,8.317056,5,3.1103999999999994,0.012,0.001,0.06427806344955342,,Fermi
90e992c9-705e-4164-b11b-0b89f3f44919,6,42,5,0.4147199999999999,5,3.1103999999999994,0.012,0.001,0.06427806344955342,,Fermi
69e8d4e3-5d6e-4306-b325-f9afbc17fb87,6,42,0,8.317056,0,3.1103999999999994,0.0144,0.001,0.08876532026174484,,II
69e8d4e3-5d6e-4306-b325-f9afbc17fb87,6,42,1,8.317056,0,3.1103999999999994,0.0144,0.001,0.08876532026174484,,II
69e8d4e3-5d6e-4306-b325-f9afbc17fb87,6,42,2,8.317056,0,3.1103999999999994,0.0144,0.001,0.08876532026174484,,II
69e8d4e3-5d6e-4306-b325-f9afbc17fb87,6,42,3,8.317056,0,3.1103999999999994,0.0144,0.001,0.08876532026174484,,II
69e8d4e3-5d6e-4306-b325-f9afbc17fb87,6,42,4,8.317056,0,3.1103999999999994,0.0144,0.001,0.08876532026174484,,II
69e8d4e3-5d6e-4306-b325-f9afbc17fb87,6,42,5,0.4147199999999999,0,3.1103999999999994,0.0144,0.001,0.08876532026174484,,II
db4307c0-8fbf-45ed-8050-6b02ee3c0b92,6,42,0,8.317056,1,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
db4307c0-8fbf-45ed-8050-6b02ee3c0b92,6,42,1,8.317056,1,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
db4307c0-8fbf-45ed-8050-6b02ee3c0b92,6,42,2,8.317056,1,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
db4307c0-8fbf-45ed-8050-6b02ee3c0b92,6,42,3,8.317056,1,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
db4307c0-8fbf-45ed-8050-6b02ee3c0b92,6,42,4,8.317056,1,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
db4307c0-8fbf-45ed-8050-6b02ee3c0b92,6,42,5,0.4147199999999999,1,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
556d158a-400f-49f5-994b-009ad7cae7ed,6,42,0,8.317056,2,3.1103999999999994,0.0144,0.001,0.192521317304669,,II
556d158a-400f-49f5-994b-009ad7cae7ed,6,42,1,8.317056,2,3.1103999999999994,0.0144,0.001,0.192521317304669,,II
556d158a-400f-49f5-994b-009ad7cae7ed,6,42,2,8.317056,2,3.1103999999999994,0.0144,0.001,0.192521317304669,,II
556d158a-400f-49f5-994b-009ad7cae7ed,6,42,3,8.317056,2,3.1103999999999994,0.0144,0.001,0.192521317304669,,II
556d158a-400f-49f5-994b-009ad7cae7ed,6,42,4,8.317056,2,3.1103999999999994,0.0144,0.001,0.192521317304669,,II
556d158a-400f-49f5-994b-009ad7cae7ed,6,42,5,0.4147199999999999,2,3.1103999999999994,0.0144,0.001,0.192521317304669,,II
83a3700a-e4e3-4756-a6c0-fc32c76f3211,6,42,0,8.317056,3,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
83a3700a-e4e3-4756-a6c0-fc32c76f3211,6,42,1,8.317056,3,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
83a3700a-e4e3-4756-a6c0-fc32c76f3211,6,42,2,8.317056,3,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
83a3700a-e4e3-4756-a6c0-fc32c76f3211,6,42,3,8.317056,3,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
83a3700a-e4e3-4756-a6c0-fc32c76f3211,6,42,4,8.317056,3,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
83a3700a-e4e3-4756-a6c0-fc32c76f3211,6,42,5,0.4147199999999999,3,3.1103999999999994,0.0144,0.001,0.08311172153537717,,II
7dfda46e-f0eb-46c0-a226-9a4b7c4e16a5,6,42,0,8.317056,4,3.1103999999999994,0.0144,0.001,0.19252131730466895,,II
7dfda46e-f0eb-46c0-a226-9a4b7c4e16a5,6,42,1,8.317056,4,3.1103999999999994,0.0144,0.001,0.19252131730466895,,II
7dfda46e-f0eb-46c0-a226-9a4b7c4e16a5,6,42,2,8.317056,4,3.1103999999999994,0.0144,0.001,0.19252131730466895,,II
7dfda46e-f0eb-46c0-a226-9a4b7c4e16a5,6,42,3,8.317056,4,3.1103999999999994,0.0144,0.001,0.19252131730466895,,II
7dfda46e-f0eb-46c0-a226-9a4b7c4e16a5,6,42,4,8.317056,4,3.1103999999999994,0.0144,0.001,0.19252131730466895,,II
7dfda46e-f0eb-46c0-a226-9a4b7c4e16a5,6,42,5,0.4147199999999999,4,3.1103999999999994,0.0144,0.001,0.19252131730466895,,II
3efc4784-2cec-4e1f-86fd-82ffc9225a35,6,42,0,8.317056,5,3.1103999999999994,0.0144,0.001,0.1899459691878322,,II
3efc4784-2cec-4e1f-86fd-82ffc9225a35,6,42,1,8.317056,5,3.1103999999999994,0.0144,0.001,0.1899459691878322,,II
3efc4784-2cec-4e1f-86fd-82ffc9225a35,6,42,2,8.317056,5,3.1103999999999994,0.0144,0.001,0.1899459691878322,,II
3efc4784-2cec-4e1f-86fd-82ffc9225a35,6,42,3,8.317056,5,3.1103999999999994,0.0144,0.001,0.1899459691878322,,II
3efc4784-2cec-4e1f-86fd-82ffc9225a35,6,42,4,8.317056,5,3.1103999999999994,0.0144,0.001,0.1899459691878322,,II
3efc4784-2cec-4e1f-86fd-82ffc9225a35,6,42,5,0.4147199999999999,5,3.1103999999999994,0.0144,0.001,0.1899459691878322,,II
2d9397f5-691a-40f2-bf9c-8d8dadc2b730,6,42,0,8.317056,,3.1103999999999994,0.01728,0.001,,0.008415462375662559,Intro
2d9397f5-691a-40f2-bf9c-8d8dadc2b730,6,42,1,8.317056,,3.1103999999999994,0.01728,0.001,,0.008415462375662559,Intro
2d9397f5-691a-40f2-bf9c-8d8dadc2b730,6,42,2,8.317056,,3.1103999999999994,0.01728,0.001,,0.008415462375662559,Intro
2d9397f5-691a-40f2-bf9c-8d8dadc2b730,6,42,3,8.317056,,3.1103999999999994,0.01728,0.001,,0.008415462375662559,Intro
2d9397f5-691a-40f2-bf9c-8d8dadc2b730,6,42,4,8.317056,,3.1103999999999994,0.01728,0.001,,0.008415462375662559,Intro
2d9397f5-691a-40f2-bf9c-8d8dadc2b730,6,42,5,0.4147199999999999,,3.1103999999999994,0.01728,0.001,,0.008415462375662559,Intro
7f024989-378c-4471-b315-b65e558bb40b,6,42,0,8.317056,0,3.1103999999999994,0.020736,0.001,0.16459009917486717,,MP
7f024989-378c-4471-b315-b65e558bb40b,6,42,1,8.317056,0,3.1103999999999994,0.020736,0.001,0.16459009917486717,,MP
7f024989-378c-4471-b315-b65e558bb40b,6,42,2,8.317056,0,3.1103999999999994,0.020736,0.001,0.16459009917486717,,MP
7f024989-378c-4471-b315-b65e558bb40b,6,42,3,8.317056,0,3.1103999999999994,0.020736,0.001,0.16459009917486717,,MP
7f024989-378c-4471-b315-b65e558bb40b,6,42,4,8.317056,0,3.1103999999999994,0.020736,0.001,0.16459009917486717,,MP
7f024989-378c-4471-b315-b65e558bb40b,6,42,5,0.4147199999999999,0,3.1103999999999994,0.020736,0.001,0.16459009917486717,,MP
946973cb-3561-40fa-abf3-a8a88b60d96a,6,42,0,8.317056,1,3.1103999999999994,0.020736,0.001,0.16361634151825702,,MP
946973cb-3561-40fa-abf3-a8a88b60d96a,6,42,1,8.317056,1,3.1103999999999994,0.020736,0.001,0.16361634151825702,,MP
946973cb-3561-40fa-abf3-a8a88b60d96a,6,42,2,8.317056,1,3.1103999999999994,0.020736,0.001,0.16361634151825702,,MP
946973cb-3561-40fa-abf3-a8a88b60d96a,6,42,3,8.317056,1,3.1103999999999994,0.020736,0.001,0.16361634151825702,,MP
946973cb-3561-40fa-abf3-a8a88b60d96a,6,42,4,8.317056,1,3.1103999999999994,0.020736,0.001,0.16361634151825702,,MP
946973cb-3561-40fa-abf3-a8a88b60d96a,6,42,5,0.4147199999999999,1,3.1103999999999994,0.020736,0.001,0.16361634151825702,,MP
efede48f-d90d-4cc5-aa1b-b62b86155421,6,42,0,8.317056,2,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
